Vendor,Cable Zone,D of W,Time,Program Name,Rating P25+,Rating P35+,Rating W35+,Imp P25+,Imp W35+,Share P25+,PUT P25+,Share P35+,PUT P35+,Rate 1,Rate 2,Rate 3,Rate 4,Rate 5,Comments,Start Date,End Date
Charter,Golden Meadow 0516,Mon-Sun,0600A-0600P,BRVO,,,,,,,,,,,,,,3,,,
Charter,Golden Meadow 0516,Mon-Sun,0600A-0600P,HGTV,,,,,,,,,,,,,,3,,,
Charter,Golden Meadow 0516,Mon-Sun,0600A-0600P,TLC,,,,,,,,,,,,,,3,,,
Charter,Golden Meadow 0516,Mon-Sun,0600A-0600P,TWC,,,,,,,,,,,,,,3,,,
Charter,Golden Meadow 0516,Mon-Sun,0600A-0600P,BET,,,,,,,,,,,,,,1,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,AEN,,,,,,,,,,,,,,8,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,CNN,,,,,,,,,,,,,,8,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,ESPN,,,,,,,,,,,,,,8,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,FXNC,,,,,,,,,,,,,,8,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,LIF,,,,,,,,,,,,,,8,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,TBS,,,,,,,,,,,,,,8,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,TNT,,,,,,,,,,,,,,8,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,USA,,,,,,,,,,,,,,8,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,BRVO,,,,,,,,,,,,,,6,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,HGTV,,,,,,,,,,,,,,6,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,TLC,,,,,,,,,,,,,,6,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,TWC,,,,,,,,,,,,,,6,,,
Charter,Golden Meadow 0516,Mon-Sun,0500P-1200A,BET,,,,,,,,,,,,,,3,,,
